Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior,Name
48.0,Male,3,Project Engineer,16.0,190000.0,UK,White,1,Male_662
43.0,Female,2,Software Engineer Manager,11.0,160000.0,Canada,White,0,Female_594
62.0,Male,3,Software Engineer Manager,19.0,200000.0,UK,Mixed,0,Male_663
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,Asian,0,Male_664
60.0,Male,3,Software Engineer Manager,18.0,195000.0,Australia,White,0,Male_665
54.0,Female,3,Software Engineer Manager,14.0,190000.0,Australia,Australian,0,Female_595
27.0,Female,2,Full Stack Engineer,3.0,95000.0,USA,African American,0,Female_596
23.0,Male,1,Back end Developer,1.0,55000.0,UK,Asian,0,Male_666
45.0,Male,3,Software Engineer,13.0,185000.0,Canada,White,1,Male_667
32.0,Female,2,Full Stack Engineer,5.0,120000.0,Canada,Black,0,Female_597
57.0,Male,3,Software Engineer Manager,16.0,195000.0,China,Korean,0,Male_668
47.0,Male,3,Software Engineer Manager,14.0,175000.0,China,White,0,Male_669
25.0,Female,2,Back end Developer,2.0,75000.0,China,White,0,Female_598
58.0,Male,3,Software Engineer Manager,17.0,200000.0,UK,Welsh,0,Male_670
41.0,Female,2,Software Engineer,12.0,160000.0,Canada,Asian,1,Female_599
41.0,Male,3,Software Engineer Manager,12.0,175000.0,USA,Hispanic,0,Male_671
26.0,Male,1,Front end Developer,2.0,70000.0,China,Korean,0,Male_672
47.0,Male,3,Software Engineer,15.0,180000.0,UK,White,1,Male_673
24.0,Female,1,Back end Developer,1.0,60000.0,UK,White,0,Female_600
48.0,Male,3,Project Engineer,16.0,190000.0,Australia,Australian,1,Male_674
32.0,Male,1,Full Stack Engineer,5.0,120000.0,Australia,Australian,0,Male_675
61.0,Male,3,Software Engineer Manager,20.0,200000.0,USA,Hispanic,0,Male_676
45.0,Male,3,Project Engineer,14.0,185000.0,Australia,Asian,1,Male_677
50.0,Female,3,Software Engineer Manager,16.0,190000.0,Canada,Asian,0,Female_601
53.0,Male,3,Software Engineer Manager,18.0,195000.0,Australia,Australian,0,Male_678
47.0,Female,3,Software Engineer,14.0,170000.0,China,White,1,Female_602
23.0,Male,1,Front end Developer,1.0,55000.0,Australia,White,0,Male_679
33.0,Male,2,Back end Developer,6.0,130000.0,China,Korean,0,Male_680
42.0,Male,3,Software Engineer Manager,14.0,180000.0,China,Chinese,0,Male_681
45.0,Male,3,Project Engineer,14.0,185000.0,Australia,White,1,Male_682
23.0,Male,1,Front end Developer,1.0,55000.0,China,Korean,0,Male_683
37.0,Male,2,Software Engineer,9.0,145000.0,Canada,White,1,Male_684
44.0,Female,2,Project Engineer,12.0,170000.0,China,White,1,Female_603
54.0,Male,3,Software Engineer Manager,17.0,195000.0,UK,Mixed,0,Male_685
38.0,Female,2,Back end Developer,10.0,155000.0,Australia,Asian,0,Female_604
34.0,Male,2,Full Stack Engineer,6.0,125000.0,USA,Hispanic,0,Male_686
46.0,Female,3,Software Engineer Manager,14.0,180000.0,China,Korean,0,Female_605
30.0,Male,1,Back end Developer,4.0,95000.0,China,Chinese,0,Male_687
44.0,Female,2,Software Engineer,11.0,170000.0,Canada,White,1,Female_606
27.0,Female,2,Full Stack Engineer,3.0,100000.0,USA,Asian,0,Female_607
42.0,Male,3,Project Engineer,14.0,175000.0,China,Korean,1,Male_688
27.0,Male,1,Front end Developer,3.0,80000.0,UK,Mixed,0,Male_689
54.0,Male,3,Software Engineer Manager,18.0,195000.0,Canada,Black,0,Male_690
38.0,Male,2,Software Engineer,10.0,155000.0,Canada,Black,1,Male_691
31.0,Male,2,Project Engineer,6.0,125000.0,China,Chinese,1,Male_692
28.0,Female,2,Full Stack Engineer,4.0,110000.0,UK,Asian,0,Female_608
30.0,Female,2,Back end Developer,6.0,130000.0,USA,Asian,0,Female_609
54.0,Male,3,Software Engineer Manager,16.0,190000.0,UK,White,0,Male_693
62.0,Male,3,Software Engineer Manager,20.0,200000.0,Canada,Asian,0,Male_694
62.0,Male,3,Software Engineer Manager,19.0,200000.0,Australia,Asian,0,Male_695
37.0,Male,2,Software Engineer,9.0,150000.0,UK,White,1,Male_696
31.0,Male,2,Software Engineer,7.0,140000.0,UK,Mixed,1,Male_697
58.0,Female,3,Software Engineer Manager,17.0,195000.0,China,White,0,Female_610
56.0,Male,3,Software Engineer Manager,17.0,195000.0,UK,White,0,Male_698
23.0,Female,1,Back end Developer,1.0,55000.0,Australia,Asian,0,Female_611
49.0,Male,3,Software Engineer Manager,15.0,185000.0,USA,White,0,Male_699
32.0,Female,2,Full Stack Engineer,5.0,120000.0,USA,White,0,Female_612
52.0,Female,3,Software Engineer Manager,16.0,190000.0,Canada,White,0,Female_613
32.0,Female,2,Full Stack Engineer,6.0,130000.0,China,Korean,0,Female_614
50.0,Female,3,Software Engineer Manager,16.0,190000.0,USA,Asian,0,Female_615
32.0,Male,2,Back end Developer,6.0,130000.0,China,Chinese,0,Male_700
34.0,Male,2,Full Stack Engineer,7.0,140000.0,UK,White,0,Male_701
28.0,Male,1,Front end Developer,2.0,70000.0,Australia,White,0,Male_702
44.0,Male,2,Project Engineer,11.0,170000.0,USA,Asian,1,Male_703
55.0,Male,3,Software Engineer Manager,17.0,190000.0,Canada,White,0,Male_704
27.0,Male,1,Front end Developer,3.0,80000.0,Australia,Australian,0,Male_705
46.0,Male,3,Software Engineer Manager,14.0,180000.0,UK,Asian,0,Male_706
27.0,Female,2,Back end Developer,2.0,70000.0,UK,Mixed,0,Female_616
45.0,Male,3,Project Engineer,14.0,185000.0,China,Chinese,1,Male_707
23.0,Female,1,Front end Developer,1.0,55000.0,USA,African American,0,Female_617
36.0,Female,2,Full Stack Engineer,8.0,140000.0,UK,White,0,Female_618
47.0,Female,3,Software Engineer,14.0,170000.0,Canada,Black,1,Female_619
33.0,Male,2,Back end Developer,6.0,130000.0,China,Chinese,0,Male_708
43.0,Male,3,Software Engineer Manager,13.0,180000.0,USA,African American,0,Male_709
30.0,Male,1,Back end Developer,4.0,95000.0,USA,White,0,Male_710
28.0,Female,1,Front end Developer,2.0,70000.0,UK,Mixed,0,Female_620
43.0,Male,2,Project Engineer,12.0,165000.0,Canada,White,1,Male_711
43.0,Male,3,Project Engineer,13.0,185000.0,China,Korean,1,Male_712
36.0,Male,2,Software Engineer,7.0,140000.0,UK,White,1,Male_713
24.0,Male,1,Front end Developer,1.0,60000.0,Australia,White,0,Male_714
28.0,Female,1,Front end Developer,3.0,80000.0,Australia,Asian,0,Female_621
37.0,Male,2,Software Engineer,9.0,150000.0,China,White,1,Male_715
41.0,Female,3,Software Engineer Manager,14.0,185000.0,Australia,Asian,0,Female_622
26.0,Male,1,Front end Developer,2.0,70000.0,Canada,White,0,Male_716
28.0,Female,2,Back end Developer,3.0,90000.0,USA,White,0,Female_623
43.0,Male,3,Software Engineer,12.0,170000.0,USA,Asian,1,Male_717
42.0,Male,3,Software Engineer,14.0,170000.0,USA,African American,1,Male_718
48.0,Male,3,Project Engineer,16.0,190000.0,Canada,Black,1,Male_719
27.0,Female,2,Back end Developer,2.0,70000.0,USA,Hispanic,0,Female_624
49.0,Male,3,Software Engineer Manager,15.0,185000.0,Canada,Asian,0,Male_720
44.0,Male,3,Project Engineer,12.0,170000.0,Canada,Black,1,Male_721
27.0,Female,2,Full Stack Engineer,3.0,100000.0,Canada,Asian,0,Female_625
37.0,Male,2,Software Engineer,10.0,155000.0,China,White,1,Male_722
44.0,Female,2,Project Engineer,12.0,170000.0,Australia,Asian,1,Female_626
56.0,Male,3,Software Engineer Manager,18.0,195000.0,Australia,Australian,0,Male_723
49.0,Male,3,Software Engineer Manager,15.0,185000.0,Canada,Asian,0,Male_724
27.0,Male,1,Front end Developer,2.0,70000.0,USA,African American,0,Male_725
48.0,Male,3,Project Engineer,16.0,190000.0,China,Korean,1,Male_726
31.0,Male,2,Full Stack Engineer,7.0,140000.0,Australia,White,0,Male_727
25.0,Male,1,Front end Developer,1.0,60000.0,Canada,Asian,0,Male_728
50.0,Male,3,Software Engineer Manager,16.0,190000.0,UK,White,0,Male_729
46.0,Male,3,Software Engineer Manager,14.0,180000.0,China,White,0,Male_730
33.0,Male,2,Full Stack Engineer,6.0,130000.0,Canada,Black,0,Male_731
42.0,Male,3,Software Engineer,14.0,170000.0,USA,Asian,1,Male_732
41.0,Male,3,Project Engineer,12.0,165000.0,Australia,Australian,1,Male_733
43.0,Male,3,Project Engineer,13.0,185000.0,UK,Mixed,1,Male_734
32.0,Male,2,Back end Developer,6.0,130000.0,Australia,Asian,0,Male_735
24.0,Male,1,Front end Developer,1.0,60000.0,USA,Asian,0,Male_736
44.0,Female,2,Software Engineer,11.0,170000.0,China,Korean,1,Female_627
36.0,Male,2,Software Engineer,7.0,140000.0,China,White,1,Male_737
28.0,Female,2,Full Stack Engineer,4.0,110000.0,Australia,White,0,Female_628
28.0,Male,1,Front end Developer,2.0,70000.0,USA,White,0,Male_738
37.0,Male,2,Software Engineer,9.0,145000.0,UK,Asian,1,Male_739
54.0,Male,3,Software Engineer Manager,16.0,190000.0,USA,Hispanic,0,Male_740
58.0,Male,3,Software Engineer Manager,17.0,200000.0,China,White,0,Male_741
27.0,Male,1,Front end Developer,3.0,80000.0,Canada,Black,0,Male_742
30.0,Male,1,Back end Developer,4.0,95000.0,USA,African American,0,Male_743
27.0,Female,2,Full Stack Engineer,3.0,100000.0,USA,Hispanic,0,Female_629
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Australia,Asian,0,Male_744
49.0,Male,3,Software Engineer Manager,15.0,185000.0,China,White,0,Male_745
38.0,Male,2,Software Engineer,10.0,155000.0,Canada,Asian,1,Male_746
54.0,Male,3,Software Engineer Manager,18.0,195000.0,USA,White,0,Male_747
31.0,Male,2,Project Engineer,6.0,125000.0,USA,Hispanic,1,Male_748
56.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,Black,0,Male_749
31.0,Male,2,Software Engineer,7.0,140000.0,UK,Mixed,1,Male_750
42.0,Male,3,Software Engineer,14.0,170000.0,China,Korean,1,Male_751
44.0,Male,2,Project Engineer,11.0,170000.0,Canada,White,1,Male_752
37.0,Male,2,Software Engineer,9.0,150000.0,Australia,Asian,1,Male_753
24.0,Female,1,Back end Developer,1.0,60000.0,USA,Hispanic,0,Female_630
27.0,Male,1,Front end Developer,2.0,70000.0,Australia,Australian,0,Male_754
42.0,Male,3,Software Engineer,14.0,170000.0,Australia,White,1,Male_755
24.0,Female,1,Front end Developer,1.0,55000.0,USA,White,0,Female_631
28.0,Female,1,Front end Developer,3.0,80000.0,UK,Welsh,0,Female_632
43.0,Male,3,Project Engineer,13.0,185000.0,Canada,Asian,1,Male_756
31.0,Male,2,Full Stack Engineer,7.0,140000.0,China,Korean,0,Male_757
43.0,Male,3,Software Engineer Manager,13.0,180000.0,UK,Asian,0,Male_758
27.0,Female,2,Back end Developer,2.0,70000.0,China,Korean,0,Female_633
49.0,Male,3,Software Engineer Manager,15.0,185000.0,UK,White,0,Male_759
48.0,Male,3,Project Engineer,16.0,190000.0,Australia,White,1,Male_760
30.0,Female,2,Back end Developer,6.0,130000.0,Australia,Australian,0,Female_634
28.0,Female,2,Full Stack Engineer,4.0,110000.0,China,White,0,Female_635
46.0,Male,3,Software Engineer Manager,14.0,180000.0,China,Korean,0,Male_761
37.0,Male,2,Software Engineer,9.0,145000.0,USA,African American,1,Male_762
42.0,Male,3,Software Engineer,14.0,170000.0,China,Korean,1,Male_763
43.0,Male,3,Project Engineer,12.0,165000.0,China,Chinese,1,Male_764
31.0,Male,2,Software Engineer,7.0,140000.0,Canada,White,1,Male_765
56.0,Male,3,Software Engineer Manager,17.0,195000.0,China,White,0,Male_766
37.0,Male,2,Software Engineer,10.0,155000.0,USA,White,1,Male_767
54.0,Male,3,Software Engineer Manager,16.0,190000.0,Australia,Asian,0,Male_768
58.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,Asian,0,Male_769
33.0,Male,2,Back end Developer,6.0,130000.0,China,Chinese,0,Male_770
29.0,Female,1,Front end Developer,3.0,85000.0,UK,White,0,Female_636
52.0,Male,3,Software Engineer Manager,18.0,200000.0,China,White,0,Male_771
36.0,Male,2,Full Stack Engineer,8.0,140000.0,USA,Hispanic,0,Male_772
26.0,Male,1,Back end Developer,2.0,65000.0,UK,Asian,0,Male_773
47.0,Male,3,Project Engineer,16.0,190000.0,Australia,Australian,1,Male_774
32.0,Male,2,Full Stack Engineer,6.0,120000.0,Canada,Black,0,Male_775
29.0,Male,1,Front end Developer,3.0,80000.0,USA,Asian,0,Male_776
28.0,Female,2,Back end Developer,3.0,90000.0,USA,Hispanic,0,Female_637
54.0,Male,3,Software Engineer Manager,16.0,190000.0,USA,Asian,0,Male_777
57.0,Male,3,Software Engineer Manager,18.0,200000.0,Australia,Australian,0,Male_778
51.0,Male,3,Software Engineer Manager,16.0,190000.0,UK,Mixed,0,Male_779
28.0,Female,2,Full Stack Engineer,4.0,110000.0,Canada,Asian,0,Female_638
46.0,Male,3,Software Engineer Manager,14.0,180000.0,China,White,0,Male_780
27.0,Female,2,Back end Developer,2.0,65000.0,Australia,Asian,0,Female_639
45.0,Male,3,Project Engineer,14.0,185000.0,USA,Hispanic,1,Male_781
23.0,Female,1,Front end Developer,1.0,55000.0,Australia,Australian,0,Female_640
36.0,Male,2,Full Stack Engineer,7.0,130000.0,Canada,Asian,0,Male_782
48.0,Male,3,Project Engineer,16.0,190000.0,China,Korean,1,Male_783
33.0,Female,2,Full Stack Engineer,5.0,120000.0,Australia,Australian,0,Female_641
38.0,Female,2,Back end Developer,10.0,155000.0,Australia,Australian,0,Female_642
51.0,Male,3,Software Engineer Manager,16.0,190000.0,USA,Hispanic,0,Male_784
27.0,Female,2,Full Stack Engineer,3.0,100000.0,Australia,Asian,0,Female_643
37.0,Male,2,Software Engineer,9.0,150000.0,China,Chinese,1,Male_785
44.0,Female,2,Project Engineer,12.0,170000.0,USA,White,1,Female_644
27.0,Male,1,Front end Developer,3.0,80000.0,Australia,Australian,0,Male_786
38.0,Male,2,Software Engineer,10.0,155000.0,UK,Asian,1,Male_787
54.0,Male,3,Software Engineer Manager,17.0,195000.0,USA,African American,0,Male_788
49.0,Male,3,Software Engineer Manager,15.0,185000.0,USA,Asian,0,Male_789
27.0,Male,1,Front end Developer,2.0,70000.0,Australia,White,0,Male_790
48.0,Male,3,Project Engineer,16.0,190000.0,China,White,1,Male_791
31.0,Male,2,Full Stack Engineer,7.0,140000.0,USA,Asian,0,Male_792
25.0,Male,1,Front end Developer,1.0,55000.0,USA,White,0,Male_793
50.0,Male,3,Software Engineer Manager,16.0,190000.0,Australia,Australian,0,Male_794
46.0,Male,3,Software Engineer Manager,14.0,180000.0,Canada,White,0,Male_795
33.0,Male,2,Full Stack Engineer,6.0,130000.0,USA,African American,0,Male_796
42.0,Male,3,Software Engineer,14.0,170000.0,USA,Asian,1,Male_797
41.0,Male,3,Project Engineer,12.0,165000.0,UK,White,1,Male_798
43.0,Male,3,Project Engineer,13.0,185000.0,China,White,1,Male_799
32.0,Male,2,Back end Developer,6.0,130000.0,China,Korean,0,Male_800
24.0,Male,1,Front end Developer,1.0,60000.0,USA,Hispanic,0,Male_801
44.0,Female,2,Software Engineer,11.0,170000.0,Australia,Australian,1,Female_645
36.0,Male,2,Software Engineer,7.0,140000.0,Australia,Asian,1,Male_802
28.0,Female,2,Full Stack Engineer,4.0,110000.0,Canada,Asian,0,Female_646
28.0,Male,1,Front end Developer,2.0,70000.0,China,Korean,0,Male_803
37.0,Male,2,Software Engineer,9.0,145000.0,Canada,Black,1,Male_804
54.0,Male,3,Software Engineer Manager,16.0,190000.0,China,White,0,Male_805
58.0,Male,3,Software Engineer Manager,17.0,200000.0,Canada,Black,0,Male_806
27.0,Male,1,Front end Developer,3.0,80000.0,Canada,White,0,Male_807
30.0,Male,1,Back end Developer,4.0,95000.0,UK,White,0,Male_808
27.0,Female,2,Full Stack Engineer,3.0,100000.0,UK,White,0,Female_647
54.0,Male,3,Software Engineer Manager,17.0,195000.0,UK,Asian,0,Male_809
49.0,Male,3,Software Engineer Manager,15.0,185000.0,USA,African American,0,Male_810
38.0,Male,2,Software Engineer,10.0,155000.0,USA,Asian,1,Male_811
54.0,Male,3,Software Engineer Manager,18.0,195000.0,China,Chinese,0,Male_812
31.0,Male,2,Project Engineer,6.0,125000.0,China,Korean,1,Male_813
56.0,Male,3,Software Engineer Manager,17.0,195000.0,China,Korean,0,Male_814
31.0,Male,2,Software Engineer,7.0,140000.0,Canada,Black,1,Male_815
42.0,Male,3,Software Engineer,14.0,170000.0,Australia,Australian,1,Male_816
44.0,Male,2,Project Engineer,11.0,170000.0,Australia,White,1,Male_817
37.0,Male,2,Software Engineer,9.0,150000.0,Canada,Asian,1,Male_818
24.0,Female,1,Back end Developer,1.0,60000.0,Australia,Australian,0,Female_648
27.0,Male,1,Front end Developer,2.0,70000.0,UK,Welsh,0,Male_819
42.0,Male,3,Software Engineer,14.0,170000.0,Australia,White,1,Male_820
24.0,Female,1,Front end Developer,1.0,55000.0,UK,Welsh,0,Female_649
28.0,Female,1,Front end Developer,3.0,80000.0,Australia,White,0,Female_650
43.0,Male,3,Project Engineer,13.0,185000.0,China,White,1,Male_821
31.0,Male,2,Full Stack Engineer,7.0,140000.0,Australia,White,0,Male_822
43.0,Male,3,Software Engineer Manager,13.0,180000.0,Australia,White,0,Male_823
27.0,Female,2,Back end Developer,2.0,70000.0,Canada,White,0,Female_651
49.0,Male,3,Software Engineer Manager,15.0,185000.0,UK,Welsh,0,Male_824
48.0,Male,3,Project Engineer,16.0,190000.0,Canada,White,1,Male_825
31.0,Male,2,Project Engineer,6.0,125000.0,Canada,Asian,1,Male_826
40.0,Male,3,Software Engineer,12.0,160000.0,UK,Mixed,1,Male_827
36.0,Male,2,Software Engineer,8.0,140000.0,China,White,1,Male_828
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Australia,White,0,Male_829
27.0,Male,1,Front end Developer,2.0,70000.0,USA,African American,0,Male_830
28.0,Male,1,Front end Developer,2.0,70000.0,UK,White,0,Male_831
44.0,Male,2,Project Engineer,11.0,170000.0,Canada,Black,1,Male_832
43.0,Male,3,Project Engineer,13.0,185000.0,China,Korean,1,Male_833
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,Black,0,Male_834
32.0,Male,2,Back end Developer,6.0,130000.0,USA,Asian,0,Male_835
38.0,Male,2,Software Engineer,10.0,155000.0,China,White,1,Male_836
49.0,Male,3,Software Engineer Manager,15.0,185000.0,Australia,Asian,0,Male_837
27.0,Male,1,Front end Developer,3.0,80000.0,UK,Mixed,0,Male_838
54.0,Male,3,Software Engineer Manager,17.0,195000.0,China,Chinese,0,Male_839
31.0,Male,2,Project Engineer,7.0,135000.0,Australia,Australian,1,Male_840
24.0,Male,1,Back end Developer,1.0,55000.0,Canada,White,0,Male_841
48.0,Male,3,Project Engineer,16.0,190000.0,Australia,Asian,1,Male_842
27.0,Female,2,Back end Developer,2.0,70000.0,China,Chinese,0,Female_652
43.0,Male,3,Project Engineer,13.0,185000.0,Australia,Australian,1,Male_843
44.0,Male,2,Project Engineer,11.0,170000.0,Australia,Australian,1,Male_844
37.0,Male,2,Software Engineer,9.0,150000.0,China,Korean,1,Male_845
56.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,White,0,Male_846
28.0,Male,1,Front end Developer,2.0,70000.0,UK,Mixed,0,Male_847
54.0,Male,3,Software Engineer Manager,17.0,195000.0,USA,Asian,0,Male_848
31.0,Male,2,Project Engineer,6.0,125000.0,China,Chinese,1,Male_849
49.0,Male,3,Software Engineer Manager,15.0,185000.0,Australia,Australian,0,Male_850
27.0,Female,2,Back end Developer,2.0,70000.0,UK,Mixed,0,Female_653
38.0,Male,2,Software Engineer,10.0,155000.0,Australia,White,1,Male_851
27.0,Male,1,Front end Developer,3.0,80000.0,Canada,White,0,Male_852
43.0,Male,3,Project Engineer,13.0,185000.0,China,White,1,Male_853
48.0,Male,3,Project Engineer,16.0,190000.0,Canada,Asian,1,Male_854
44.0,Male,2,Project Engineer,11.0,170000.0,Canada,Asian,1,Male_855
54.0,Male,3,Software Engineer Manager,17.0,195000.0,China,Chinese,0,Male_856
37.0,Male,2,Software Engineer,9.0,150000.0,UK,Mixed,1,Male_857
28.0,Male,1,Front end Developer,2.0,70000.0,China,White,0,Male_858
27.0,Female,2,Back end Developer,2.0,70000.0,USA,Asian,0,Female_654
49.0,Male,3,Software Engineer Manager,15.0,185000.0,UK,Welsh,0,Male_859
31.0,Male,2,Project Engineer,7.0,135000.0,Australia,Asian,1,Male_860
27.0,Male,1,Front end Developer,3.0,80000.0,Canada,White,0,Male_861
54.0,Male,3,Software Engineer Manager,17.0,195000.0,UK,Welsh,0,Male_862
38.0,Male,2,Software Engineer,10.0,155000.0,Australia,Australian,1,Male_863
44.0,Male,2,Project Engineer,11.0,170000.0,UK,Welsh,1,Male_864
43.0,Male,3,Project Engineer,13.0,185000.0,Canada,Black,1,Male_865
27.0,Male,1,Front end Developer,2.0,70000.0,Canada,Black,0,Male_866
48.0,Male,3,Project Engineer,16.0,190000.0,Canada,Black,1,Male_867
31.0,Male,2,Project Engineer,6.0,125000.0,USA,Asian,1,Male_868
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Australia,Australian,0,Male_869
37.0,Male,2,Software Engineer,9.0,150000.0,Canada,White,1,Male_870
28.0,Male,1,Front end Developer,2.0,70000.0,UK,Mixed,0,Male_871
27.0,Female,2,Back end Developer,2.0,70000.0,China,Korean,0,Female_655
34.0,Male,1,Front end Developer,5.0,95000.0,Canada,White,0,Male_872
43.0,Female,2,Software Engineer,12.0,170000.0,Australia,Asian,1,Female_656
27.0,Male,1,Back end Developer,2.0,75000.0,Australia,Asian,0,Male_873
56.0,Female,3,Software Engineer Manager,18.0,210000.0,China,White,0,Female_657
32.0,Male,2,Full Stack Engineer,7.0,135000.0,USA,White,0,Male_874
40.0,Male,3,Software Engineer,12.0,160000.0,China,White,1,Male_875
23.0,Male,1,Front end Developer,1.0,55000.0,USA,African American,0,Male_876
46.0,Male,3,Project Engineer,16.0,190000.0,UK,White,1,Male_877
41.0,Female,3,Project Engineer,11.0,165000.0,UK,Asian,1,Female_658
28.0,Female,1,Front end Developer,3.0,80000.0,Canada,Black,0,Female_659
34.0,Male,1,Back end Developer,6.0,120000.0,Australia,Asian,0,Male_878
49.0,Male,3,Software Engineer Manager,15.0,185000.0,UK,Mixed,0,Male_879
43.0,Male,3,Project Engineer,13.0,185000.0,Canada,Black,1,Male_880
54.0,Male,3,Software Engineer Manager,16.0,190000.0,UK,Mixed,0,Male_881
36.0,Male,2,Software Engineer,8.0,140000.0,Canada,Black,1,Male_882
33.0,Male,2,Full Stack Engineer,6.0,130000.0,UK,Welsh,0,Male_883
27.0,Female,2,Back end Developer,2.0,70000.0,Canada,White,0,Female_660
44.0,Male,2,Project Engineer,11.0,170000.0,Canada,White,1,Male_884
31.0,Male,2,Project Engineer,6.0,125000.0,China,Korean,1,Male_885
38.0,Male,2,Software Engineer,10.0,155000.0,USA,Hispanic,1,Male_886
27.0,Male,1,Front end Developer,2.0,70000.0,USA,African American,0,Male_887
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Australia,White,0,Male_888
31.0,Male,2,Software Engineer,7.0,140000.0,China,White,1,Male_889
32.0,Male,2,Back end Developer,6.0,130000.0,USA,White,0,Male_890
38.0,Female,2,Back end Developer,10.0,155000.0,UK,Asian,0,Female_661
51.0,Male,3,Software Engineer Manager,16.0,190000.0,Australia,Asian,0,Male_891
28.0,Male,1,Front end Developer,2.0,70000.0,UK,Mixed,0,Male_892
27.0,Male,1,Front end Developer,3.0,80000.0,Canada,Asian,0,Male_893
43.0,Male,3,Project Engineer,13.0,185000.0,China,White,1,Male_894
27.0,Female,2,Full Stack Engineer,3.0,100000.0,USA,White,0,Female_662
49.0,Male,3,Software Engineer Manager,15.0,185000.0,Australia,Asian,0,Male_895
48.0,Male,3,Project Engineer,16.0,190000.0,Australia,Australian,1,Male_896
31.0,Male,2,Project Engineer,7.0,135000.0,Australia,White,1,Male_897
40.0,Female,3,Software Engineer,12.0,160000.0,USA,White,1,Female_663
24.0,Male,1,Front end Developer,1.0,55000.0,Canada,White,0,Male_898
27.0,Male,1,Front end Developer,3.0,80000.0,USA,White,0,Male_899
42.0,Male,3,Software Engineer,14.0,170000.0,Canada,Asian,1,Male_900
24.0,Female,1,Front end Developer,1.0,55000.0,UK,Welsh,0,Female_664
28.0,Female,1,Front end Developer,3.0,80000.0,USA,African American,0,Female_665
43.0,Male,3,Project Engineer,13.0,185000.0,China,White,1,Male_901
31.0,Male,2,Full Stack Engineer,7.0,140000.0,USA,Asian,0,Male_902
43.0,Male,3,Software Engineer Manager,13.0,180000.0,China,White,0,Male_903
27.0,Female,2,Back end Developer,2.0,70000.0,Australia,Australian,0,Female_666
49.0,Male,3,Software Engineer Manager,15.0,185000.0,USA,African American,0,Male_904
48.0,Male,3,Project Engineer,16.0,190000.0,UK,Mixed,1,Male_905
31.0,Male,2,Project Engineer,6.0,125000.0,Canada,Asian,1,Male_906
40.0,Male,3,Software Engineer,12.0,160000.0,China,Chinese,1,Male_907
36.0,Male,2,Software Engineer,8.0,140000.0,UK,Welsh,1,Male_908
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,Asian,0,Male_909
27.0,Male,1,Front end Developer,2.0,70000.0,Australia,Australian,0,Male_910
28.0,Male,1,Front end Developer,2.0,70000.0,USA,African American,0,Male_911
44.0,Male,2,Project Engineer,11.0,170000.0,China,White,1,Male_912
43.0,Male,3,Project Engineer,13.0,185000.0,China,Chinese,1,Male_913
54.0,Male,3,Software Engineer Manager,17.0,195000.0,UK,Asian,0,Male_914
32.0,Male,2,Back end Developer,6.0,130000.0,Australia,Australian,0,Male_915
38.0,Male,2,Software Engineer,10.0,155000.0,UK,Mixed,1,Male_916
49.0,Male,3,Software Engineer Manager,15.0,185000.0,UK,Mixed,0,Male_917
27.0,Male,1,Front end Developer,3.0,80000.0,Canada,Black,0,Male_918
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Australia,White,0,Male_919
31.0,Male,2,Project Engineer,7.0,135000.0,UK,White,1,Male_920
24.0,Male,1,Back end Developer,1.0,55000.0,Canada,White,0,Male_921
48.0,Male,3,Project Engineer,16.0,190000.0,USA,White,1,Male_922
27.0,Female,2,Back end Developer,2.0,70000.0,Canada,Black,0,Female_667
43.0,Male,3,Project Engineer,13.0,185000.0,USA,Hispanic,1,Male_923
44.0,Male,2,Project Engineer,11.0,170000.0,Canada,Asian,1,Male_924
37.0,Male,2,Software Engineer,9.0,150000.0,Canada,Asian,1,Male_925
56.0,Male,3,Software Engineer Manager,17.0,195000.0,UK,Welsh,0,Male_926
28.0,Male,1,Front end Developer,2.0,70000.0,USA,Hispanic,0,Male_927
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,Asian,0,Male_928
31.0,Male,2,Project Engineer,6.0,125000.0,USA,Asian,1,Male_929
49.0,Male,3,Software Engineer Manager,15.0,185000.0,China,White,0,Male_930
54.0,Male,3,Software Engineer Manager,17.0,195000.0,Canada,Black,0,Male_931
27.0,Male,1,Front end Developer,3.0,80000.0,Australia,White,0,Male_932
42.0,Male,3,Software Engineer,14.0,170000.0,China,Korean,1,Male_933
38.0,Male,2,Software Engineer,10.0,155000.0,China,White,1,Male_934
43.0,Male,3,Project Engineer,13.0,185000.0,Canada,White,1,Male_935
27.0,Male,1,Front end Developer,2.0,70000.0,Canada,Asian,0,Male_936
31.0,Male,2,Full Stack Engineer,7.0,140000.0,Canada,Asian,0,Male_937
54.0,Male,3,Software Engineer Manager,17.0,195000.0,UK,Asian,0,Male_938
